Id,Name,NumBytes,Type,Min,Max,Multiplier,Units,Description,SupportedModels,Groups
240,Movement,1,Unsigned,0,1,1,,"0 – Movement Off 
1 – Movement On","FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB640, FMB641, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC640, FMC650, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM640, FMM650, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, GH5200, MSP500, MTB100, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Permanent I/O elements
241,Active GSM Operator,4,Unsigned,0,4294967295,1,,Currently used GSM Operator code,"FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB640, FMB641, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC640, FMC650, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM640, FMM650, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, GH5200, MSP500, MTB100, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Permanent I/O elements
242,Data Limit Hit,1,Unsigned,0,1,1,,"0 - Data limit hit in home; 
1 - Data limit hit in roaming.","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650, GH5200, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Eventual I/O elements
243,Green driving event duration,2,Unsigned,0,65535,1,ms,Duration of event that did generate Green driving,"FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, GH5200, MSP500, MTB100, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Eventual I/O elements
243,Idling,1,Unsigned,0,1,1,,"0 – moving, 
1 – idling","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
244,Camera Image Generated,4,Unsigned,0,4294967295,1,,Image id is timestamp value,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
245,Analog Input 4,2,Unsigned,0,30000,0,V,"Voltage, V","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Permanent I/O elements
246,Towing,1,Unsigned,0,1,1,,"0 – steady 
1 – towing","FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB640, FMB641, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC640, FMC650, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM640, FMM650, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, GH5200, MSP500, MTB100, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Eventual I/O elements
247,Crash detection,1,Unsigned,1,6,1,,"1 – real crash detected (device is calibrated) 
2 – limited crash trace (device not calibrated) 
3 - limited crash trace (device is calibrated) 
4 - full crash trace (device not calibrated) 
5 - full crash trace (device is calibrated)
6 - real crash detected (device not calibrated)","FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100",Eventual I/O elements
247,Crash Detection,1,Unsigned,0,5,1,,"1 – Crash detected 
2 – limited crash trace (device not calibrated) 
3 - limited crash trace (device is calibrated) 
4 - full crash trace (device not calibrated) 
5 - full crash trace (device is calibrated)","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
247,Crash detection,1,Unsigned,1,5,1,,"1 – crash 
2 – limited crash trace (device not calibrated) 
3 - limited crash trace (device is calibrated) 
4 - full crash trace (device not calibrated) 
5 - full crash trace (device is calibrated) 
6 - crash detected (device not calibrated)","GH5200, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Eventual I/O elements
248,Immobilizer,1,Unsigned,0,2,1,,"0 – iButton not connected 
1 – iButton connected (Immobilizer) 
2 – iButton connected (Authorized Driving)","FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, GH5200, MSP500, MTB100, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Eventual I/O elements
248,Geofence Zone Over Speeding,1,Unsigned,0,255,1,,Number of Geofence Zone where Over Speeding is detected,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
249,Jamming,1,Unsigned,0,1,1,,"0 – jamming stop 
1 – jamming start","FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB640, FMB641, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC640, FMC650, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM640, FMM650, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, GH5200, MSP500, MTB100, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Eventual I/O elements
250,Trip,1,Unsigned,0,1,1,,"0 – trip stop
1 – trip start
From 01.00.24 fw version available with BT app new values: 
2 – Business Status 
3 – Private Status 
4-9 – Custom Statuses","FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB640, FMB641, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC640, FMC650, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM640, FMM650, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, GH5200, MSP500, MTB100, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Eventual I/O elements
251,Idling,1,Unsigned,0,1,1,,"0 – moving 
1 – idling","FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, GH5200, MSP500, MTB100, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Eventual I/O elements
251,Immobilizer,1,Unsigned,0,3,1,,"0 – iButton not connected 
1 – iButton connected (Immobilizer)
2 – iButton connected (Authorized Driving)
3 - Authorization timeout","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
252,Unplug,1,Unsigned,0,1,1,,"0 – battery present 
1 – battery unplugged","FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, GH5200, MSP500, MTB100, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Eventual I/O elements
252,Authorized Driving,1,Unsigned,0,3,1,,"0 – iButton not connected 
1 – authorized iButton connected 
2 – non authorized ibutton attached 
3 - authorization timeout","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Eventual I/O elements
253,Green driving type,1,Unsigned,1,3,1,,"1 – harsh acceleration 
2 – harsh braking 
3 – harsh cornering","FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB640, FMB641, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC640, FMC650, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM640, FMM650, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, GH5200, MSP500, MTB100, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Eventual I/O elements
254,Green Driving Value,1,Unsigned,0,255,1,G or rad,Depending on green driving type: if harsh acceleration or braking – g*100 (value 123 -> 1.23g). If Green driving source is „GPS“ – harsh cornering value is rad/s*100. If source is „Accelerometer“ – g*100.,"FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB640, FMB641, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC640, FMC650, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM640, FMM650, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100",Eventual I/O elements
254,Green Driving Value,1,Unsigned,0,1,0.01,G|rad,"Depending on green driving type: if harsh acceleration or braking – g*100 (value 123 -> 1.23g), if harsh cornering – degrees (value in radians)","GH5200, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Eventual I/O elements
255,Over Speeding,1,Unsigned,0,255,1,km/h,"At over speeding start km/h, at over speeding end km/h","FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB640, FMB641, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC640, FMC650, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM640, FMM650, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, GH5200, MSP500, MTB100, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Eventual I/O elements
256,VIN,17,ASCII,0,0,1,,VIN number,"FM3001, FMB001, FMB002, FMB003, FMB010, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100",OBD elements
257,Crash trace data,-1,Hex,0,1200,1,,Crash trace data,"FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, GH5200, MSP500, MTB100, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Eventual I/O elements
257,Crash Trace Data,466,Hex,0,466,1,,Crash Trace Data,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Permanent I/O elements
258,EcoMaximum,8,Unsigned,0,0,1,,"Element stores maximum accelerometer values in mg on all axis during Eco driving event 
8 Bytes: 
2B Zeros 2B - X axis 2B - Y axis 2B - Z axis","FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB208, FMB209, FMB225, FMB640, FMB641, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC640, FMC650, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM640, FMM650, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100",Eventual I/O elements
259,EcoAverage,8,Unsigned,0,0,1,,"Element stores average accelerometer values in mg on all axis during Eco driving event 
8 Bytes: 
2B Zeros 2B - X axis 2B - Y axis 2B - Z axis","FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB208, FMB209, FMB225, FMB640, FMB641, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC640, FMC650, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM640, FMM650, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100",Eventual I/O elements
260,EcoDuration,2,Unsigned,0,65535,1,ms,Duration of Eco driving event in miliseconds,"FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100",Eventual I/O elements
260,EcoDuration,2,Unsigned,0,65535,1,,Duration of Eco driving in miliseconds.,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Permanent I/O elements
262,Digital Input 4,1,Unsigned,0,1,1,,Logic: 0/1,"GH5200, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Permanent I/O elements
263,BT Status,1,Unsigned,0,4,1,,"0 - BT is disabled
1 - BT Enabled, not device connected
2 - Device connected, BTv3 Only
3 - Device connected, BLE only
4 - Device connected, BLE + BT","FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, GH5200, MSP500, MTB100, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Permanent I/O elements
264,Barcode ID,-1,ASCII,0,32,1,,Barcode ID,"FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100",
269,Escort LLS Temperature #1,1,Signed,-128,127,1,°C,Fuel temperature,"FMB010, FMB020, FMB125, FMB150, FMC125, FMC150, FMC250, FMM125, FMM150, FMM250, FMM80A, FMU125",Permanent I/O elements
270,BLE Fuel Level #1,2,Unsigned,0,65535,1,,Fuel Level,"FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100",Bluetooth Low Energy
271,Escort LLS Battery Voltage #1,2,Unsigned,0,65535,0.01,V,Battery Voltage,"FMB010, FMB020, FMB125, FMB150, FMC125, FMC150, FMC250, FMM125, FMM150, FMM250, FMM80A, FMU125",Permanent I/O elements
272,Escort LLS Temperature #2,1,Signed,-128,127,1,°C,Fuel temperature,"FMB010, FMB020, FMB125, FMB150, FMC125, FMC150, FMC250, FMM125, FMM150, FMM250, FMM80A, FMU125",Permanent I/O elements
273,BLE Fuel Level #2,2,Unsigned,0,65535,1,,Fuel Level,"FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100",Bluetooth Low Energy
274,Escort LLS Battery Voltage #2,2,Unsigned,0,65535,0.01,V,Battery Voltage,"FMB010, FMB020, FMB125, FMB150, FMC125, FMC150, FMC250, FMM125, FMM150, FMM250, FMM80A, FMU125",Permanent I/O elements
275,Escort LLS Temperature #3,1,Signed,-128,127,1,°C,Fuel temperature,"FMB010, FMB020, FMB125, FMB150, FMC125, FMC150, FMC250, FMM125, FMM150, FMM250, FMM80A, FMU125",Permanent I/O elements
276,BLE Fuel Level #3,2,Unsigned,0,65535,1,,Fuel Level,"FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100",Bluetooth Low Energy
277,Escort LLS Battery Voltage #3,2,Unsigned,0,65535,0.01,V,Battery Voltage,"FMB010, FMB020, FMB125, FMB150, FMC125, FMC150, FMC250, FMM125, FMM150, FMM250, FMM80A, FMU125",Permanent I/O elements
278,Escort LLS Temperature #4,1,Signed,-128,127,1,°C,Fuel temperature,"FMB010, FMB020, FMB125, FMB150, FMC125, FMC150, FMC250, FMM125, FMM150, FMM250, FMM80A, FMU125",Permanent I/O elements
279,BLE Fuel Level #4,2,Unsigned,0,65535,1,,Fuel Level,"FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100",Bluetooth Low Energy
280,Escort LLS Battery Voltage #4,2,Unsigned,0,65535,0.01,V,Battery Voltage,"FMB010, FMB020, FMB125, FMB150, FMC125, FMC150, FMC250, FMM125, FMM150, FMM250, FMM80A, FMU125",Permanent I/O elements
281,Fault Codes,-1,ASCII,0,128,1,,"Fault Codes (values separated via "","")","FM3001, FMB001, FMB002, FMB003, FMB010, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB206, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100",OBD elements
282,Fault Codes,-1,Hex,0,128,1,,DTC Fault codes,"FM3001, FMB001, FMB002, FMB003, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB202, FMB204, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC225, FMC800, FMC920, FMM001, FMM003, FMM125, FMM130, FMM800, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100",LV-CAN200 + DTC
283,Driving State,1,Unsigned,0,3,1,,"1 - Ignition ON 
2 - Driving 
3 - Ignition OFF","FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100",Eventual I/O elements
284,Driving Records,2,Unsigned,0,65535,1,,Number of Records between Ignition ON and Ignition OFF,"FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100",Eventual I/O elements
285,Blood alcohol content,2,Unsigned,0,9999,1,,"Alcohol content in blood in perlims and mode. First 14 bits from MSB are perlims multiplied by 1000 and last to bits are 0 - Passive test, 1 Active test, 2 and 3 are reserved.","FM3001, FMB001, FMB002, FMB003, FMB010, FMB020, FMB110, FMB120, FMB122, FMB125, FMB130, FMB140, FMB150, FMB202, FMB204, FMB208, FMB209, FMB225, FMB900, FMB910, FMB920, FMB962, FMB964, FMB965, FMC001, FMC003, FMC125, FMC130, FMC150, FMC225, FMC250, FMC800, FMC880, FMC920, FMM001, FMM003, FMM125, FMM130, FMM150, FMM250, FMM800, FMM80A, FMM880, FMM920, FMP100, FMT100, FMU125, FMU126, FMU130, MSP500, MTB100",Eventual I/O elements
286,GSM Signal RX 0,1,Unsigned,0,63,1,,GSM Signal of the Cell 0,"GH5200, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Permanent I/O elements
287,GSM Cell LAC 1,2,Unsigned,0,65534,1,,Location Area Code of the Cell 1,"GH5200, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Permanent I/O elements
288,ME Sound Type,1,Unsigned,0,7,1,,"0 - Silent; 
1 - LWD Left; 
2 - LWD Right; 
3 - HW 1; 
4 - TSR; 
5 - UFCW; 
6 - FCW + PCW; 
7 - Peds in danger zone (if enabled).","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Mobileye elements
288,GSM Cell ID 1,2,Unsigned,0,65535,1,,Unique ID of the Cell 1,"GH5200, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Permanent I/O elements
289,ME Pedestrians in Danger Zone,1,Unsigned,0,1,1,,"0 - Pedestrian not in danger zone; 
1 - Pedestrian in danger zone.","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Mobileye elements
289,GSM Signal RX 1,1,Unsigned,0,63,1,,GSM Signal of the Cell 1,"GH5200, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Permanent I/O elements
290,ME Pedestrians in Forward Collision Warning,1,Unsigned,0,1,1,,"0 - No forward collision warning;
1 - Forward collision warning.","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Mobileye elements
290,GSM Cell LAC 2,2,Unsigned,0,65534,1,,Location Area Code of the Cell 2,"GH5200, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Permanent I/O elements
291,ME Time Indicator,1,Unsigned,0,2,1,,"0 - Day is indicated;
1 - Dusk is indicated;
2 - Night is indicated.","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Mobileye elements
291,GSM Cell ID 2,2,Unsigned,0,65535,1,,Unique ID of the Cell 2,"GH5200, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Permanent I/O elements
292,ME Error Valid,1,Unsigned,0,1,1,,"0 - Error;
1 - No error.","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Mobileye elements
292,GSM Signal RX 2,1,Unsigned,0,63,1,,GSM Signal of the Cell 2,"GH5200, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Permanent I/O elements
293,ME Error Code,1,Unsigned,0,127,1,,Error code,"FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Mobileye elements
293,GSM Cell LAC 3,2,Unsigned,0,65534,1,,Location Area Code of the Cell 3,"GH5200, TAT100, TAT140, TAT141, TAT240, TFT100, TMT250, TST100",Permanent I/O elements
294,ME Zero Speed,1,Unsigned,0,1,1,,"0 - Host vehicle is moving; 
1 - Host vehicle is stopped.","FMB640, FMB641, FMC640, FMC650, FMM640, FMM650",Mobileye elements
